log10_conc_M,response
-11.817,0.0
-11.475,5.6
-11.108,39.0
-10.817,67.9
-10.517,100.0
-10.217,150.0
-9.6,290.6
-9.0,480.0
-8.4,711.6
-7.217,887.5
-6.608,1003.3
-6.008,1059.0
