log10_conc_M,response
-10.992,2.5
-10.525,118.8
-10.217,285.7
-9.9,462.7
-9.308,816.7
-9.008,1094.8
-8.408,1676.4
-7.808,2055.6
-7.225,1989.9
-6.617,2126.4
-6.317,2141.6
-6.025,2030.3
