log10_conc_M,response
-10.992,0.0
-10.525,0.0
-10.25,0.0
-9.85,17.7
-9.283,0.0
-8.992,25.0
-8.408,174.5
-7.808,371.7
-7.225,821.7
-6.625,1302.1
-6.325,1519.6
-6.025,1514.5
