log10_conc_M,response
-11.0,0.0
-10.525,7.6
-10.225,32.9
-9.908,351.5
-9.308,614.4
-9.008,938.1
-8.417,1241.5
-7.808,2055.6
-7.225,1989.9
-6.617,1914.0
-6.325,2040.5
-6.025,1898.9
