log10_conc_M,response
-11.025,0.0
-10.533,145.5
-10.225,200.0
-9.917,436.4
-9.308,969.7
-8.992,1169.7
-8.408,1897.0
-7.808,1993.9
-7.225,2278.8
-6.625,2224.2
-6.325,2224.2
-6.067,2224.2
