log10_conc_M,response
-11.0,0.0
-10.525,113.9
-10.192,73.4
-9.867,139.2
-9.317,757.0
-9.008,1055.7
-8.417,1825.3
-7.758,1977.2
-7.175,1992.4
-6.625,2007.6
-6.325,2017.7
-6.025,1992.4
