log10_conc_M,response
-10.992,7.6
-10.525,113.9
-10.217,184.8
-9.9,306.3
-9.308,792.4
-9.0,1096.2
-8.408,1673.4
-7.808,1977.2
-7.217,2174.7
-6.617,2240.5
-6.25,2174.7
-6.025,2027.8
