log10_conc_M,response
-11.817,1.3
-11.475,29.0
-11.108,76.8
-10.817,44.1
-10.517,99.5
-10.217,137.3
-9.6,364.0
-9.0,530.2
-8.4,779.6
-7.808,860.2
-7.217,905.5
-6.608,1003.8
-6.008,966.0
