log10_conc_M,response
-11.817,1.3
-11.475,34.0
-11.108,79.3
-10.817,44.1
-10.517,91.9
-10.217,129.7
-9.6,421.9
-9.0,648.6
-8.4,782.1
-7.808,860.2
-7.217,913.1
-6.608,1061.7
-6.008,1051.6
