log10_conc_M,response
-11.817,1.3
-11.475,31.5
-11.108,74.3
-10.817,41.6
-10.517,89.4
-10.217,127.2
-9.6,290.0
-9.0,421.9
-8.4,779.6
-7.808,857.7
-7.217,966.0
-6.608,1061.7
-6.008,1049.1
