log10_conc_M,response
-11.817,0.0
-11.475,16.7
-11.108,43.4
-10.817,74.6
-10.517,123.6
-10.217,186.0
-9.6,346.3
-9.0,526.7
-8.4,724.9
-7.217,858.6
-6.608,1001.1
-6.008,965.5
