log10_conc_M,response
-11.0,2.5
-10.508,119.0
-10.217,78.5
-9.9,139.2
-9.3,458.2
-9.008,721.5
-8.408,1420.3
-7.767,1992.4
-7.217,2184.8
-6.617,2032.9
-6.325,2022.8
-6.025,2184.8
