log10_conc_M,response
-10.992,0.0
-10.525,145.5
-10.217,200.0
-9.9,406.1
-9.308,963.6
-9.008,1169.7
-8.408,1860.6
-7.8,2145.5
-7.225,2242.4
-6.617,2357.6
-6.317,2187.9
-6.025,2018.2
