log10_conc_M,response
-11.033,17.7
-10.525,139.2
-10.233,194.9
-9.917,149.4
-9.325,407.6
-8.992,625.3
-8.408,1217.7
-7.808,1557.0
-7.225,2210.1
-6.617,2270.9
-6.325,2043.0
-6.025,2225.3
