log10_conc_M,response
-11.0,0.0
-10.525,7.6
-10.217,27.8
-9.9,53.1
-9.3,149.2
-9.008,235.1
-8.4,619.5
-7.808,1150.4
-7.225,1635.9
-6.617,1909.0
-6.317,1772.4
-6.025,1893.8
