log10_conc_M,response
-11.817,0.0
-11.475,20.2
-11.108,45.3
-10.817,75.6
-10.517,120.9
-10.217,188.9
-9.6,324.9
-9.0,544.1
-8.4,685.1
-7.808,801.0
-7.217,904.3
-6.608,974.8
-6.008,1010.1
