log10_conc_M,response
-11.817,0.0
-11.475,1.1
-11.108,39.0
-10.817,56.8
-10.517,96.9
-10.217,161.5
-9.6,284.0
-9.0,475.5
-8.4,640.3
-7.808,731.6
-7.217,773.9
-6.608,829.6
-6.008,831.8
