log10_conc_M,response
-11.817,0.0
-11.475,32.3
-11.108,41.2
-10.817,74.6
-10.517,123.6
-10.217,186.0
-9.6,408.7
-9.0,546.8
-6.608,1036.7
-6.008,1065.7
