log10_conc_M,response
-11.0,0.0
-10.575,0.0
-10.225,0.0
-9.908,0.0
-9.308,0.0
-9.017,88.5
-8.408,275.6
-7.817,624.5
-7.225,1170.7
-6.625,1585.3
-6.325,1600.5
-6.025,1630.8
