log10_conc_M,response
-7.712,1.8
-7.399,4.5
-7.066,8.4
-6.783,17.8
-6.480,30.7
-6.167,53.0
-5.955,68.0
-5.581,82.9
-5.288,94.2
-4.975,98.2
-4.692,100.0
