log10_conc_M,response
-8.389,24.8
-8.076,40.1
-7.773,58.8
-7.460,76.0
-7.207,88.1
-6.843,92.9
-6.601,99.5
-6.258,96.3
-5.955,96.8
-5.652,98.9
-5.460,100.0
