log10_conc_M,response
-8.403,5.5
-8.051,19.7
-7.806,29.4
-7.501,49.4
-7.185,73.5
-6.893,84.5
-6.542,91.9
-6.308,101.0
-5.992,99.0
-5.699,94.8
