log10_conc_M,response
-8.983,826.5
-8.661,984.7
-8.383,1102.0
-8.083,1250.0
-7.783,1306.1
-7.461,1433.7
-7.183,1489.8
-6.872,1551.0
-6.583,1561.2
-6.283,1627.6
-5.983,1596.9
