log10_conc_M,response
-9.306,300.3
-9.006,472.8
-8.661,734.8
-8.406,1086.3
-8.117,1265.2
-7.783,1533.5
-7.183,1814.7
-6.606,1795.5
-6.283,1795.5
-6.006,1878.6
