log10_conc_M,response
-9.05,0.0
-8.50,23.9
-8.12,46.6
-7.80,59.1
-7.50,77.3
-7.18,87.5
-6.86,94.3
-6.60,99.4
-6.30,100.0
-6.00,99.8
-5.70,98.9
