log10_conc_M,response
-7.66,0.0
-7.36,3.3
-7.06,6.3
-6.76,14.8
-6.46,28.3
-6.16,51.5
-5.86,66.3
-5.55,84.0
-5.25,94.9
-4.95,98.5
-4.53,100.0
