log10_conc_M,response
-8.70,0.0
-8.39,9.0
-8.15,17.5
-7.78,40.4
-7.54,38.0
-7.31,53.0
-6.84,82.5
-6.64,89.8
-6.28,96.4
-5.94,97.6
-5.76,100.0
