log10_conc_M,response
-8.35,0.0
-8.08,14.2
-7.78,30.6
-7.48,49.7
-7.20,70.9
-6.90,89.1
-6.60,92.5
-6.30,93.3
-5.98,100.0
-5.72,98.6
