log10_conc_M,response
-10.532,97.4
-10.210,181.8
-9.855,344.2
-9.597,418.8
-9.253,529.2
-8.984,629.9
-8.392,776.0
-7.478,918.8
-6.930,922.1
-6.586,935.1
-6.285,983.8
