log10_conc_M,response
-10.524,111.1
-10.223,261.4
-9.899,457.5
-9.307,810.5
-8.995,1091.5
-8.661,1470.6
-8.402,1679.7
-8.111,1843.1
-7.788,2058.8
-7.454,2032.7
-7.206,2130.7
-6.840,2137.3
-6.592,2124.2
-6.291,2091.5
