log10_conc_M,response
-8.398,0.4
-8.097,3.6
-7.796,9.4
-7.495,16.2
-7.194,28.0
-6.893,52.3
-6.592,81.9
-6.291,95.0
-5.990,99.5
-5.689,97.5
