log10_conc_M,response
-9.301,0.0
-9.000,8.3
-8.699,14.8
-8.398,26.3
-8.097,49.4
-7.796,82.3
-7.495,99.1
-7.194,99.1
-6.893,99.9
-6.592,98.4
-6.291,100.0
