log10_conc_M,response
-9.000,0.0
-8.699,0.0
-8.398,0.0
-8.097,9.0
-7.796,21.3
-7.495,42.6
-7.194,61.4
-6.893,74.2
-6.592,87.0
-6.291,87.0
-5.990,90.7
-5.689,88.2
