log10_conc_M,response
-9.301,0.0
-9.000,4.6
-8.699,11.7
-8.398,20.7
-8.097,42.8
-7.796,76.7
-7.495,98.5
-7.194,94.2
-6.893,94.7
-6.592,99.7
-6.291,100.0
