log10_conc_M,response
-8.699,4.8
-8.398,14.5
-8.097,11.0
-7.796,23.3
-7.495,37.6
-7.194,63.2
-6.893,89.7
-6.592,98.0
-6.291,95.0
-5.990,97.0
-5.689,90.7
