log10_conc_M,response
-9.000,0.0
-8.699,0.0
-8.398,3.8
-8.097,40.6
-7.796,58.1
-7.495,74.2
-7.194,84.2
-6.893,95.7
-6.592,97.0
-6.291,91.7
-5.990,91.0
-5.689,89.0
