log10_conc_M,response
-8.699,0.0
-8.398,0.0
-8.097,8.8
-7.796,8.5
-7.495,17.3
-7.194,34.9
-6.893,69.0
-6.592,86.6
-6.291,100.0
-5.990,100.0
-5.689,94.4
