log10_conc_M,response
-9.000,0.0
-8.699,13.5
-8.097,22.1
-7.796,42.6
-7.495,66.2
-7.194,75.9
-6.893,88.2
-6.592,88.2
-6.291,87.7
-5.990,91.0
-5.689,89.0
