log10_conc_M,response
-11.0,0.0
-10.665,12.3
-10.406,108.0
-10.113,123.5
-9.803,209.9
-9.36,358.0
-9.184,413.6
-8.531,706.8
-7.929,842.6
-7.326,836.4
-6.95,892.0
-6.498,929.0
-6.105,1018.5
-5.803,956.8
