log10_conc_M,response
-11.013,6.2
-10.527,0.0
-10.234,0.0
-9.916,291.0
-9.322,885.4
-9.021,1207.4
-8.427,1498.5
-8.059,1919.5
-7.824,1919.5
-7.213,2105.3
-6.36,2154.8
-6.059,2031.0
