log10_conc_M,response
-11.008,0.0
-10.64,98.8
-10.406,160.5
-10.113,222.2
-9.812,302.5
-9.167,534.0
-8.548,680.0
-7.937,820.0
-7.36,913.6
-6.732,972.2
-6.113,1027.8
-5.803,1095.7
