log10_conc_M,response
-11.013,49.5
-10.536,117.6
-9.916,49.5
-9.598,24.8
-9.029,74.3
-8.435,260.1
-7.841,631.6
-7.255,1213.6
-6.653,1455.1
-6.36,1684.2
-6.067,1715.2
