log10_conc_M,response
-10.724,0.0
-10.414,0.0
-10.113,0.0
-9.803,0.0
-9.176,6.2
-8.556,3.1
-7.954,77.2
-7.351,160.5
-6.791,246.9
-6.155,441.4
-5.887,530.9
-5.544,651.2
