log10_conc_M,response
-11.004,31.0
-10.778,37.2
-10.527,136.2
-10.234,229.1
-9.866,365.3
-9.498,668.7
-9.255,916.4
-8.971,1219.8
-8.444,1876.2
-7.808,1993.8
-6.87,2123.8
-6.059,2049.5
