log10_conc_M,response
-10.414,24.7
-10.113,52.5
-9.803,83.3
-9.176,237.7
-8.556,413.6
-7.987,567.9
-7.326,719.1
-7.0,756.2
-6.724,746.9
-6.113,780.9
-5.803,839.5
-5.494,836.4
