log10_conc_M,response
-10.124,-7.9
-9.829,0.0
-9.196,7.9
-8.605,15.8
-7.994,79.1
-7.403,166.0
-6.791,300.4
-6.200,490.1
-5.884,585.0
-5.589,711.5
