log10_conc_M,response
-9.829,83.0
-9.544,146.2
-9.186,233.2
-8.943,296.4
-8.584,403.2
-8.247,498.0
-7.392,703.6
-7.055,731.2
-6.812,747.0
-6.517,802.4
-6.211,782.6
-5.905,806.3
