log10_conc_M,response
-10.715,31.6
-9.470,332.0
-9.196,434.8
-8.922,581.0
-7.719,861.7
-7.065,877.5
-6.549,1004.0
-6.200,1011.9
-5.895,1023.7
-5.599,968.4
